cte_N10_dt01_wd100	steering_N10_dt01_wd100	epsi_N10_dt01_wd100	acc_N10_dt01_wd100	cost_N10_dt01_wd100		cte_N10_dt005_wd500	steering_N10_dt005_wd500	epsi_N10_dt005_wd500	acc_N10_dt005_wd500	cost_N10_dt005_wd500		cte_N10_dt01_wd500	steering_N10_dt01_wd500	epsi_N10_dt01_wd500	acc_N10_dt01_wd500	cost_N10_dt01_wd500		cte_N7_dt01_wd100	steering_N7_dt01_wd100	epsi_N7_dt01_wd100	acc_N7_dt01_wd100	cost_N7_dt01_wd100		cte_N8_dt005_wd500	steering_N8_dt005_wd500	epsi_N8_dt005_wd500	acc_N8_dt005_wd500	cost_N8_dt005_wd500		cte_N10_dt005_wd500_ad	steering_N10_dt005_wd500_ad	epsi_N10_dt005_wd500_ad	acc_N10_dt005_wd500_ad	cost_N10_dt005_wd500_ad
-0.264571	-0.0350485	-0.0040377	1	393287		0.0611391	-0.0360489	-0.0211896	0.459098	14.4056		-0.275777	-0.0370052	-0.00528366	-0.0925545	2.76089		-0.129854	-0.0353138	-0.000585214	0.45735	6.83168		0.199279	-0.0341032	-0.00376536	0.456043	18.8178		0.179508	-0.0224834	0.0125621	0.459589	14.1251
-0.264303	-0.0345102	0.00279853	1	266317		0.108445	-0.0316254	-0.0113507	0.459169	14.4237		-0.269269	-0.0356519	0.00145659	0.180048	3.39421		-0.127399	-0.0360794	-0.000768771	0.45268	6.76543		0.210433	-0.036107	-0.00393461	0.456119	18.9645		0.0487974	-0.0343332	-0.0208821	0.459667	13.8365
-0.316255	-0.0433361	-0.0286756	1	189128		0.131885	-0.0349635	-0.00204489	0.459035	14.5584		-0.374268	-0.0402952	-0.0347463	1	98.2845		-0.124053	-0.0373525	-0.000642211	0.455389	6.89872		0.224212	-0.0364035	-0.00390151	0.456194	19.0843		0.10271	-0.02389	-0.00312661	0.458441	13.7514
-0.243608	-0.0350133	-0.0123617	1	108609		0.130786	-0.0298984	0.00430407	0.458848	14511		-0.279212	-0.0324826	-0.0166471	1	262905		-0.177944	-0.0413263	-0.0326525	0.461745	7.08619		0.238033	-0.0377503	-0.00359366	0.456289	19.2292		0.103043	-0.0198226	0.0063394	0.459132	13.8516
-0.22618	-0.0425127	-0.000401354	1	58.5523		0.0981623	-0.0374274	-0.0248576	0.45893	14.6112		-0.247594	-0.0385387	-0.00395924	1	177439		-0.0967821	-0.0354896	-0.0223078	0.465112	7.16657		0.252255	-0.0418243	-0.0284791	0.456421	19.6607		0.0747377	-0.0191502	0.0132152	0.459193	13.975
-0.242209	-0.0380544	0.00842461	1	25.8656		0.161673	-0.0323778	-0.0109592	0.458856	14.7255		-0.254335	-0.036285	0.00646624	1	100786		-0.0393758	-0.0373887	-0.0113993	0.464255	7.29749		0.330316	-0.0341109	-0.0177632	0.456507	19.6939		-0.109078	-0.0415396	-0.0298625	0.459085	14.0762
-0.363107	-0.0514665	-0.0239364	0.487664	8.34219		0.182997	-0.0360718	-0.000516405	0.459009	15.0043		-0.427588	-0.0521611	-0.0324668	1	53.8774		-0.0149246	-0.033412	-0.00261189	0.46072	7.24304		0.373669	-0.0369497	-0.00822008	0.456564	19.9318		-0.0213733	-0.041229	-0.0194412	0.458932	14.2296
-0.315533	-0.0458424	-0.0074469	-0.0582725	4.18221		0.177546	-0.0372925	0.00559424	0.458973	15.1638		-0.345205	-0.0430308	-0.0132496	0.892824	20.9382		-0.0142371	-0.0357538	0.00327667	0.458425	7.26702		0.388897	-0.0326267	-0.00180449	0.456394	19.8325		0.0231327	-0.0441619	-0.0129379	0.459542	14.584
-0.322364	-0.0536173	0.00496808	-0.0640603	4.74018		0.0733828	-0.0499733	-0.0296892	0.459158	15386		-0.333996	-0.0546045	-4.04E-05	0.315982	8.24834		-0.0419195	-0.0385616	-0.0241152	0.45842	7.26641		0.342658	-0.0430242	-0.032266	0.456397	20.2823		0.0485266	-0.0477175	-0.00754648	0.459996	15.0104
-0.355265	-0.0504526	0.0119213	1	133803		0.145787	-0.039795	-0.015194	0.459305	15.5016		-0.36266	-0.0502873	0.00891912	-0.111873	7.0658		0.0174887	-0.0341342	-0.00953876	0.460101	7.45092		0.426815	-0.0302952	-0.0165781	0.456313	20.1293		0.0577107	-0.0525766	-0.00478285	0.46002	15.456
-0.415163	-0.0404442	0.0170054	1	834288		0.167708	-0.0416305	-0.00548793	0.459821	15.8786		-0.407571	-0.0547056	0.014097	0.0127206	7.34178		0.0323083	-0.0375311	0.00027255	0.46143	7.70281		0.459315	-0.0379468	-0.0055222	0.456418	20.4929		0.0610042	-0.0583172	-0.0042678	0.460033	15.8923
-0.476296	-0.0477916	0.0185714	1	672526		0.16249	-0.0538875	0.00178926	0.459498	16.4698		-0.469338	-0.056579	0.0170679	1	78.9449		0.0195033	-0.0363469	0.00827555	0.46166	7.86003		0.464156	-0.031224	0.00343477	0.456254	20.3176		0.0671334	-0.0648984	-0.00524729	0.459964	16.4261
-0.545932	-0.0626752	0.016644	1	497662		0.14233	-0.0507086	0.00462961	0.459287	16672		-0.538087	-0.0592616	0.0171223	1	256774		-0.0982755	-0.0494968	-0.0273987	0.461301	7.89144		0.328935	-0.0520932	-0.0341555	0.456383	20.8194		0.0803727	-0.0724805	-0.00708252	0.460816	17.0706
-0.596231	-0.0769053	0.0123092	1	369181		0.120497	-0.0586695	0.00535764	0.459753	17.1598		-0.594458	-0.0672466	0.0154474	1	174287		-0.0339633	-0.0412456	-0.0121095	0.460475	8.05356		0.40696	-0.0346494	-0.020306	0.456418	20507		0.138008	-0.0838046	-0.0303989	0.461225	17.7032
-0.567961	-0.0650501	-0.00370146	1	249265		0.0972466	-0.0648818	0.00433792	0.460192	17.6798		-0.580702	-0.0704246	0.00162633	1	101369		-0.0213855	-0.0516485	-0.000644615	0.460225	8.55867		0.444938	-0.0490735	-0.00720141	0.456875	21.3127		0.212089	-0.082534	-0.0170401	0.462255	18.4278
-0.582455	-0.0736358	0.0044313	1	165948		0.0823746	-0.0705051	0.00211901	0.46076	18.2378		-0.606269	-0.0772947	0.00905382	1	56.6272		-0.0376089	-0.0562856	0.00564698	0.460121	8.87291		0.445845	-0.040683	0.000698244	0.456724	21.1523		0.241835	-0.0829456	-0.00669136	0.463542	19.0915
-0.623374	-0.0876858	0.00927755	1	94.0695		0.142321	-0.0745885	-0.0138063	0.460984	18.9515		-0.659459	-0.0829862	0.0132316	0.838063	25.7583		-0.0746452	-0.0500154	0.00999881	0.46148	9.0469		0.429678	-0.052195	0.00457819	0.456744	21.6221		0.104282	-0.101065	-0.0506108	0.464669	19.1314
-0.714743	-0.103714	-0.0276617	1	51.4009		0.16659	-0.0724983	-0.0040436	0.461659	19.5152		-0.751118	-0.0908963	-0.0210935	0.266632	14.5699		-0.122965	-0.062626	0.0124842	0.4624	9.45412		0.404302	-0.0508812	0.00556044	0.456659	21.7126		0.211396	-0.0928067	-0.0284704	0.464142	19.4058
-0.661733	-0.0837918	-0.00981265	0.780981	21.8368		0.162877	-0.0817954	0.00198089	0.462205	20.3598		-0.717627	-0.0901473	-0.00580875	-0.0992387	13.7269		-0.171287	-0.060577	0.0122592	0.462423	9.63564		0.381083	-0.0615581	0.00433643	0.456945	22.3421		0.258482	-0.0871435	-0.00842891	0.46513	19.8105
-0.66864	-0.104217	0.00290424	0.218892	11.3959		0.0573444	-0.0874461	-0.0402962	0.46234	20.2481		-0.724271	-0.0933352	0.00323165	0.0754965	13.9247		-0.213702	-0.0715547	0.0109117	0.462255	10.0308		0.368559	-0.062071	0.0018649	0.457227	22.6523		0.249922	-0.0816769	0.00580849	0.4651	19.8546
-0.697196	-0.0873909	9.93E-03	-0.039803	10.2525		0.151282	-0.0855551	-0.0211749	0.462898	21.0638		-0.7522	-0.0899398	0.00938797	1	98.9272		-0.173449	-0.0663453	-0.00103305	0.461516	10.4085		0.412496	-0.0680957	-0.0202956	0.457804	23.6136		0.217712	-0.0783689	0.0133847	0.464337	19.7555
-0.745963	-0.105845	-0.0245154	0.230246	12.7053		0.188367	-0.0910431	-0.00828811	0.463712	21983		-0.790388	-0.0955092	-0.0283187	1	278049		-0.184642	-0.0773082	0.00609084	0.461762	11032		0.459849	-0.0702317	-0.0105184	0.458123	24.4652		0.173669	-0.090856	-0.0222313	0.4633	19.3853
-0.712701	-0.0800855	-0.000749279	1	133889		0.194428	-0.0898071	-0.00131684	464	22.2818		-0.746349	-0.0945351	-0.00807722	1	192664		-0.216922	-0.0767267	0.0100634	0.462767	11.4148		0.477883	-0.0757773	-0.00573427	0.458405	25.2926		0.210591	-0.084948	-0.00265114	0.462575	19.7909
-0.744072	-0.100275	0.0137327	1	154738		0.0982564	-0.101546	-0.0543804	0.464152	22.5919		-0.762544	-0.0999493	0.00617824	1	115.5		-0.310512	-0.0897229	-0.0269131	0.464185	11.6443		0.337314	-0.0895963	-0.0567628	0.458951	26.0116		0.195878	-0.084837	0.00789221	0.464042	20.3068
-0.737544	-0.0854618	0.0158421	1	95.8844		0.224671	-0.0889095	-0.0246208	0.464324	22.8703		-0.735546	-0.0987295	0.00869286	1	68.0401		-0.259493	-0.0833062	-0.0133545	0.465051	12.0337		0.484975	-0.0820287	-0.0360435	0.45949	26.9048		0.235181	-0.0875993	0.00587962	0.464531	20.7992
-0.822119	-0.102881	0.0259743	1	52.8101		0.260313	-0.100096	-0.00742979	0.465171	23.9991		-0.815857	-0.104418	0.0201618	0.940139	33.5702		-0.244413	-0.094207	-0.00233555	0.465637	12.8333		0.558163	-0.0917115	-0.0231666	0.460293	28.5198		0.192563	-0.0892958	0.0136371	0.464943	21.2457
-0.925372	-0.0947047	0.0269677	0.860276	25.7023		0.304096	-0.090933	-0.0110886	0.464871	23.9986		-0.905326	-0.10439	0.0222659	0.367097	18.3755		-0.255004	-0.0904797	0.00390208	0.465559	13.0542		0.606571	-0.0888645	-0.013486	0.460498	29.1469		0.138659	-0.0956735	0.0127644	0.465335	21.6739
-1.02106	-0.109341	0.0238119	0.294137	12.6502		0.297974	-0.0994606	0.00916472	0.465389	24.7641		-0.98801	-0.108304	0.02057	-0.101829	15.3336		-0.328911	-0.101108	-0.044969	0.465222	13.2334		0.633092	-0.0963726	-0.00741566	0.460981	30.2848		0.104577	-0.103091	0.00796355	0.465503	22.0865
-1.20524	-0.106807	-0.00655676	-0.0332185	10.2601		0.249466	-0.0948048	0.0165315	0.465416	24.4621		-1.13788	-0.113318	-0.00501987	-0.0182242	14139		-0.230914	-0.0923583	-0.01787	0.465359	13.6277		0.641172	-0.0961482	-0.0495918	0.461382	31.0646		0.0898501	-0.112652	0.000526636	0.46618	22.6827
-1.18182	-0.110236	-0.00414594	0.166646	10.3216		0.179808	-0.104659	0.0184682	0.465974	24.6532		-1.11979	-0.100502	-0.00230253	1	88.8418		-0.212843	-0.101153	-0.000416072	0.466587	14.3417		0.751495	-0.0954764	-0.0243686	0.461826	32.2355		0.054365	-0.129225	-0.0252372	0.467518	23.2233
-1.16326	-0.101315	-0.00358282	1	98063		0.118629	-0.102455	0.015725	0.466259	24.2724		-1.10827	-0.101922	-0.000803709	1	365753		-0.172785	-0.0937119	-0.002966	0.466842	14.48		0.792578	-0.097077	-0.00852298	0.462042	32.9566		0.138133	-0.130977	-0.0240761	0.469107	23.8604
-1.14813	-0.106878	-0.00380577	1	118.09		-0.0210963	-0.117095	-0.0116856	0.467187	23.9397		-0.975184	-0.0914287	0.0298315	1	436989		-0.204897	-0.101501	0.0147232	0.467542	14.8946		0.865225	-0.0950961	-0.00985853	0.462114	33.8637		0.211397	-0.12956	-0.0195809	0.472585	24.2176
-1.06454	-0.0948875	0.020175	1	62.2263		0.0182579	-0.106372	-0.00895409	0.467813	23.5966		-1.05983	-0.1004	0.0188444	1	303895		-0.279785	-0.0985741	0.0212078	0.467968	14.6774		0.856757	-0.0985876	0.00590529	0.462213	34.1313		0.330282	-0.109119	0.0144466	0.47285	24.0403
-1.10548	-0.092874	0.0133768	1	33.1174		0.0472693	-0.11531	-0.0065021	0.469215	24.1498		-1.10129	-0.093736	0.00969784	1	209023		-0.349604	-0.105104	0.0217563	0.4686	14.5798		0.813113	-0.100481	0.0116233	0.462325	33.9609		0.2844	-0.10274	0.0173146	0.473025	22.7624
-1.19604	-0.105156	-0.0152301	0.484284	11372		0.0676436	-0.103972	-0.00462942	0.468851	23.3694		-1.16008	-0.0998462	-0.0172706	1	125012		-0.420929	-0.104163	0.0189176	0.469065	14.2523		0.772398	-0.104019	0.0118683	0.462768	33.9631		0.159358	-0.100022	-0.000853071	0.469223	20.5471
-1.12966	-0.0880879	-0.0157469	-0.0530547	6.05214		0.140417	-0.100735	0.0229435	0.468504	23.5308		-1.09874	-0.0898354	-0.0174878	1	70.9581		-0.545447	-0.113068	-0.00560203	0.470014	13.6361		0.734636	-0.106969	0.00940279	0.463417	34005		0.163548	-0.0863444	0.0070334	0.46439	19.1951
-1.07162	-0.0949983	-0.0136602	-0.0461468	5.56274		0.0841767	-0.0977124	0.0183033	0.467052	22.3371		-1.02732	-0.0886128	-0.0146922	1	30.7555		-0.527284	-0.105562	-0.00398655	0.470455	13.4002		0.648342	-0.115191	-0.0140113	0.464274	34.0156		0.147287	-0.076087	0.0146787	0.463743	18.2759
-1.01089	-0.0730547	-0.0103412	1	161479		-0.0246335	-0.0999921	-0.00646256	0.466012	21035		-0.971902	-0.0792659	-0.0108281	0.519155	11449		-0.511484	-0.109642	-0.00249494	0.47079	13.3071		0.68714	-0.109137	-0.0114874	0.464957	34121		0.111509	-0.0649979	0.0207424	0.46401	17.4277
-0.965915	-0.057813	-0.00677326	1	613444		0.00747547	-0.0885486	-0.00412336	0.465655	20169		-0.927927	-0.0754625	-0.00621279	-0.0228716	5.45742		-0.391238	-0.0953193	0.0282045	0.469743	13.4991		0.723116	-0.111898	-0.00840246	0.465785	34.7199		0.0612698	-0.0564546	0.0241826	0.464062	16.7376
-0.974118	-0.0831394	-0.0181924	1	526779		0.0325546	-0.0876668	-0.000223583	0.46607	19.7641		-0.919742	-0.0658283	-0.0140123	-0.0819557	4.93045		-0.455069	-0.104263	0.0218419	0.469052	12.8424		0.855495	-0.0969182	0.0242708	0.46547	34.8939		-0.0352239	-0.0569863	0.0099407	0.463626	15.9875
-0.913009	-0.0799093	-0.0170807	1	392719		0.045268	-0.0773045	0.00334937	0.46567	18.9666		-0.866101	-0.062698	-0.00696743	1	32.6158		-0.501922	-0.0919978	0.0150919	0.468193	11.8971		0.800565	-0.105946	0.0200042	0.465085	34.3283		-0.0498423	-0.0522011	0.0105875	0.461298	15.5234
-0.85079	-0.0546378	-0.0142495	1	266746		0.0480311	-0.0754112	0.00749248	0.464954	18.3868		-0.832519	-0.0511355	-0.00188248	1	273426		-0.572522	-0.0994168	-0.00872306	0.468594	11.1533		0.756494	-0.0943831	0.0154699	0.463912	32.4995		-0.0616189	-0.0504431	0.0093992	0.461603	15.346
-0.811496	-0.0444742	-0.00888866	1	178128		-0.0082374	-0.0688281	-0.00348625	0.463669	17.3028		-0.815353	-0.0519273	0.000789536	1	340149		-0.535049	-0.0854208	-0.0074914	0.468591	10.5696		0.67729	-0.102234	-0.00672108	0.463837	31.7247		-0.0684908	-0.0501009	0.00748709	0.461575	15.2201
-0.758381	-0.0645409	-0.00115908	1	100333		0.00957679	-0.0584605	0.00129792	0.462999	16.7187		-0.788152	-0.0457367	0.00336001	1	224098		-0.496113	-0.0870105	-0.0043636	0.468501	10.2336		0.705008	-0.0881531	-0.00397838	0.463571	30.6343		-0.0467307	-0.0493048	0.00748033	0.46149	15.1339
-0.744388	-0.0607167	-0.00237943	1	52.2099		0.0154768	-0.0627888	0.0060946	0.462211	16485		-0.785994	-0.0477632	0.00161756	1	144342		-0.466487	-0.0746851	-0.00100252	0.467233	9.61492		0.727295	-0.088899	0.000834862	0.463672	30.3382		-0.0492248	-0.0508357	0.00301822	0.461345	15.0356
-0.722687	-0.0401903	-0.00233867	0.914191	18.2413		0.00971789	-0.0497032	0.00893771	0.461456	15.8445		-0.911034	-0.0518529	-0.0360019	1	83.9795		-0.450302	-0.075837	0.00202207	0.466084	9.27851		0.735267	-0.077035	0.00583819	0.462903	29.0255		-0.0401289	-0.0520046	-0.000130268	0.461305	14.9833
-0.769967	-0.0579573	-0.0300073	0.337294	4.1825		-0.00271191	-0.0424732	0.0108046	0.461641	15.4983		-0.794498	-0.0442831	-0.0301701	1	41.0543		-0.471419	-0.0662728	-0.00817936	0.464926	8.62796		0.729406	-0.0768715	0.0101787	0.462248	28.3454		-0.1145	-0.0676836	-0.0351481	0.460906	15.1224
-0.683584	-0.0335794	-0.0224153	-0.0435776	1.54078		-0.00646937	-0.0535448	0.0132185	0.46105	15.4583		-0.709476	-0.0457254	-0.0246365	0.895519	17.7589		-0.434836	-0.0635133	-0.00287134	0.464574	8.32872		0.669539	-0.069143	0.000476913	0.461241	26.7102		0.00325183	-0.0629208	-0.028419	0.461306	15.0339
-0.610126	-0.0448258	-0.0132127	0.103304	1.51696		-0.0284099	-0.0399542	0.010783	0.460376	14.9674		-0.627948	-0.038316	-0.0183445	0.319062	3.73838		-0.415866	-0.0547232	0.000953361	0.464319	8.02316		0.673864	-0.0638514	0.00688186	0.460629	25.8827		0.0808564	-0.0565727	-0.0202467	0.46231	14.9678
-0.563913	-0.0231012	-0.00621026	1	127714		-0.170241	-0.0496227	-0.0258244	0.460735	14.6823		-0.565738	-0.0377097	-0.0121293	-0.110813	1.78237		-0.406138	-0.0555356	0.00443387	0.463807	7.79445		0.662851	-0.0588198	0.0116409	0.460046	25057		0.137042	-0.0470383	-0.00851848	0.462771	14.7619
-0.539866	-0.0337947	-0.000795481	1	162.75		-0.0795961	-0.0477884	-0.0199801	0.460403	14.6705		-0.527181	-0.0321778	-0.00743924	0.0306237	1.38033		-0.385468	-0.0463497	0.00870638	0.463125	7.5524		0.635404	-0.0532108	0.0158981	0.459452	24.0756		0.154137	-0.0345645	0.00358864	0.461578	14.3521
-0.657431	-0.0263282	-0.0174337	1	91.0515		-0.00898303	-0.0431894	-0.0141509	0.460465	14.6076		-0.630248	-0.0357339	-0.02299	1	71.1227		-0.395845	-0.0409689	0.0084119	0.462962	7376		0.618035	-0.0482537	0.0211108	0.458921	23.3035		0.134663	-0.0226311	0.0143674	0.46009	13.9559
-0.605333	-0.0302924	-0.0139114	1	50.9601		0.0342113	-0.0365364	-0.00877636	0.460507	14.4665		-0.547386	-0.0292082	-0.0167243	1	253046		-0.404664	-0.0486472	0.00747576	0.462062	7.2386		0.571144	-0.0425567	0.0211704	0.458509	22.4405		-0.00699926	-0.0207864	0.00459856	0.458118	13.4345
-0.549029	-0.0240805	-0.0104691	0.908563	16.9804		0.065137	-0.038662	-0.00276184	0.460106	14.4406		-0.494642	-0.027662	-0.0120993	1	180151		-0.473903	-0.0468729	-0.0250955	0.461653	7.09892		0.519191	-0.0459228	0.0204795	0.457918	21.8423		-0.0198184	-0.0124352	0.0114114	0.458266	13.3656
-0.515017	-0.0220333	-0.0081991	0.40728	4.04982		0.0782935	-0.0292398	0.00202709	0.459444	14.1612		-0.451633	-0.0247637	-0.00761735	1	101387		-0.395755	-0.0419033	-0.0201646	0.462033	6.96619		0.369798	-0.050881	-0.0145108	0.457637	21.1096		-0.0442717	-0.00745002	0.0145336	0.458873	13.3829
-0.482486	-0.0276211	-0.00616587	-0.051841	0.788514		-0.041349	-0.0310061	-0.0132027	0.459285	13.8529		-0.432359	-0.0185882	0.0109448	1	52.7205		-0.324187	-0.0411563	-0.0142271	0.462349	6.89599		0.416376	-0.0414083	-0.00959327	0.457685	20.9075		-0.0795668	-0.00629246	0.0151484	0.459182	13.4035
-0.499813	-0.0161315	0.00721222	0.0244132	0.875474		0.00339588	-0.0314782	-0.00725041	0.458981	13.8458		-0.4635	-0.0224885	0.00901315	0.935306	18.0281		-0.272527	-0.0351709	-0.00879677	0.462114	6.77121		0.450532	-0.0416539	-0.00332064	0.457891	20942		-0.139755	0.00227827	0.0261249	0.459321	13.6707
-0.510031	-0.0136959	0.00511943	1	115537		0.0304341	-0.0252893	-0.0025726	0.458944	13.7372		-0.481984	-0.0196602	0.00624882	0.354281	3.42572		-0.242548	-0.0295199	-0.00455429	0.461681	6.6721		0.464189	-0.033963	0.0024146	0.457565	20.5493		-0.200317	-0.00396457	0.0175666	0.459018	13.6576
-0.513065	-0.0267465	0.00148534	1	208795		0.0412435	-0.0203565	0.000999304	0.459068	13.6623		-0.490499	-0.0230443	0.00324504	-0.118533	1.21589		-0.221932	-0.0336824	-0.000525023	0.460752	6.61669		0.461335	-0.0277008	0.006808	0.457308	20.1789		-0.227255	-0.0108465	0.00846431	0.458543	13.6253
-0.503283	-0.0313621	-0.00302854	1	134127		0.0361458	-0.0171682	0.0196524	0.458982	13.6699		-0.489574	-0.0238798	0.000599891	-0.0313638	0.92576		-0.294477	-0.0320088	-0.0150182	0.460319	6.53048		0.443853	-0.0326772	0.0107673	0.456722	19.9592		-0.226166	-0.0213063	-0.00293575	0.458258	13.6043
-0.482035	-0.0195374	-0.00669652	1	75.6864		-0.0165303	-0.0184434	0.0173394	0.458704	13.5622		-0.479494	-0.020047	-0.0020939	1	66.1798		-0.247707	-0.0279764	-0.010923	0.460591	6473		0.309687	-0.0318723	-0.00553552	0.456295	19.2013		-0.191107	-0.0321329	-0.0134821	0.458116	13.6465
-0.450919	-0.0309664	-0.00808728	1	30.9334		-0.0534237	-0.0187789	0.014351	0.458456	13.5006		-0.460973	-0.0221927	-0.00422188	1	328632		-0.208438	-0.0281544	-0.00652033	0.460986	6.45484		0.329452	-0.0284609	-0.001878	0.456279	19.1255		-0.13867	-0.0412795	-0.0205301	0.458586	13.8137
-0.243911	-0.0153936	0.00790372	0.655525	8.83033		-0.0850903	-0.0190414	0.0102744	0.45839	13.4618		-0.279347	-0.0158708	0.0102642	1	397508		-0.183031	-0.0237145	-0.00294338	0.461075	6.40443		0.338679	-0.0264396	0.00205371	0.45637	19.0285		-0.0604142	-0.0465268	-0.0251719	0.459562	14.0141
-0.264725	-0.0282399	0.00609469	0.0966485	0.599277		-0.103992	-0.021317	0.00610246	0.458455	13.4521		-0.305414	-0.021939	0.00650791	1	269247		-0.199989	-0.018728	0.0132452	0.460919	6.41163		0.335309	-0.0235979	0.00534625	0.456348	18.8585		0.176585	-0.0424218	-0.00884914	0.460333	14.4224
-0.275966	-0.0274733	0.00429045	-0.090341	0.547083		-0.110056	-0.0237928	0.00266958	0.45853	13.4601		-0.316401	-0.0183454	0.00359997	1	190944		-0.233037	-0.0214605	0.0116227	0.460391	6.35969		0.317212	-0.0153539	0.0228535	0.456222	18.5343		0.197316	-0.0401432	-0.00715841	0.460353	14.4054
-0.282297	-0.0145782	0.0028785	0.249731	1.57078		-0.106705	-0.0220411	-0.000750569	0.458617	13.4375		-0.320538	-0.0223326	0.000419836	1	109195		-0.25846	-0.0189926	0.00900724	0.459953	6.33593		0.252661	-0.0205767	0.0207197	0.456022	18.2685		0.212309	-0.0351025	-0.00243694	0.459846	14.2547
-0.285424	-0.0227324	0.00264612	1	104613		0.0836403	-0.01864	0.0137707	0.45864	13.6393		-0.3152	-0.0197779	-0.00194347	1	57.8221		-0.272944	-0.021701	0.00647398	0.459931	6.3246		0.198418	-0.0166911	0.0172361	0.455786	18.0246		0.211576	-0.0274903	0.00381979	0.459157	13.996
-0.286271	-0.0205262	0.00158067	1	264904		0.0523392	-0.0192629	0.0105587	0.4586	13564		-0.303329	-0.0217998	-0.00351386	1	24044		-0.280968	-0.0206064	0.00330299	0.460191	6.32405		0.161535	-0.0209161	0.0139007	0.455741	17.9491		0.191844	-0.017569	0.0104585	0.458271	13.6807
-0.284578	-0.0145688	0.00053619	1	186469		0.027715	-0.0227796	0.00710721	0.458439	13.5264		-0.286733	-0.0210755	-0.00448676	0.513142	5.50555		-0.279666	-0.0228252	0.00043136	0.460465	6.32452		0.130411	-0.0194558	0.00969268	0.455736	17.8597		0.153366	-0.0106997	0.0163474	0.458305	13.4802
-0.281567	-0.0179463	6.32E-05	1	105823		0.0146463	-0.0206661	0.00396479	0.458363	13.4696		-0.267356	-0.0184044	-0.00474206	-0.034845	0.34072		-0.0644496	-0.0155098	0.0162405	0.460378	6.4158		0.111653	-0.022661	0.0058424	0.455803	17.8661		0.101148	-0.00379333	0.020046	0.459022	13.3701
-0.276853	-0.0137142	-0.000668146	1	55.4297		0.0104465	-0.0210461	0.0019985	0.458444	13.4577		-0.247992	-0.0180927	-0.00426231	-0.0671783	0.3608		-0.106984	-0.0225344	0.0121585	0.460218	6.34665		0.104468	-0.0216526	0.00291823	0.45582	17.8474		0.0425062	0.000582977	0.0211026	0.459253	13.3001
-0.269887	-0.0161016	-0.00126451	1	22.5081		0.0114619	-0.0225036	0.000389766	0.458503	13.4603		-0.382979	-0.027293	-0.0409245	1	48.2701		-0.135066	-0.0177391	0.00800896	0.460036	6.29872		0.284149	-0.0165721	0.0171622	0.45583	18.3171		-0.00664248	0.00190487	0.0197881	0.458769	13.2392
-0.354604	-0.0269299	-0.0350616	0.552123	6.43966		0.016768	-0.0204412	-0.000605632	0.458535	13.4282		-0.247031	-0.0172585	-0.033312	1	523177		-0.14895	-0.0185716	0.00503262	0.460119	6.28065		0.237858	-0.0216404	0.0131888	0.455801	18.1948		-0.181686	-0.0187317	-0.0202474	0.452574	13.0034
-0.243548	-0.0102173	-0.0279683	-0.00149161	0.185204		0.0226747	-0.0190523	-0.000802889	0.45856	13.4033		-0.159871	-0.0109207	-0.0251106	1	469287		-0.155334	-0.0228313	0.00201821	0.460101	6.27782		0.20922	-0.0185821	0.00986859	0.455728	18.0578		-0.105876	-0.0178113	-0.0189479	0.453057	12.9169
-0.159054	-0.0192763	-0.0202604	-0.0443793	0.209273		0.0295713	-0.0199735	-0.00052394	0.458503	13.3921		-0.0898989	-0.0149764	-0.0156549	1	327.88		-0.151845	-0.0199192	-0.00065117	0.460177	6.26038		0.186661	-0.0219832	0.00665587	0.455727	18.0308		-0.0493314	-0.0185023	-0.0171155	0.467276	13.7074
-0.106781	-0.013598	-0.014121	0.420433	3.52539		0.035239	-0.0165023	-7.67E-06	0.458409	13.3336		-0.0509068	-0.00841283	-0.00891846	1	226423		-0.143532	-0.0223702	-0.00211706	0.460278	6.26759		0.174036	-0.019906	0.00394037	0.455717	17.9648		0.00398138	-0.0168069	-0.0133146	0.471093	13.912
-0.0683315	-0.00374249	-0.00747298	1	135511		-0.0681327	-0.0307286	-0.0337575	0.453648	13.38		-0.0294022	-0.00309173	-0.00213808	1	135699		-0.129825	-0.0195186	-0.0031554	0.460274	6.24461		0.169352	-0.021706	0.00225524	0.455748	17.9759		0.0403333	-0.0129459	-0.00815753	0.465437	13.557
-0.214932	-0.0201539	-0.040445	1	134558		0.0351802	-0.0147353	-0.0254847	0.455179	13217		-0.120409	-0.00897057	-0.0318497	1	76.9026		-0.11447	-0.0203386	-0.00332916	0.460233	6.23651		0.168764	-0.0198731	0.000885419	0.455756	17.9398		0.0565427	-0.00839273	-0.00320277	0.459975	13.2136
-0.0998504	0.00177004	-0.029214	1	76.7576		0.107188	-0.0209349	-0.0164276	0.469014	14.1633		-0.0302477	-0.00203765	-0.02166	1	35.8942		-0.101418	-0.0184477	-0.00307084	0.460135	6.21239		0.171281	-0.0202739	0.000283234	0.455772	17938		-0.0263511	-0.0226635	-0.0317658	0.455289	13.1998
-0.013564	-0.00699278	-0.015937	1	31.4685		0.145499	-0.0128615	-0.0089662	0.468938	14.0337		0.0347424	-0.000381511	-0.0111243	0.677985	8.97534		-0.230802	-0.0305267	-0.039026	0.454527	6.37708		0.174262	-0.0185627	0.000203678	0.455752	17.9012		0.0621694	-0.013649	-0.0200692	0.455604	13.0735
