cte_N10_dt01_wd100	steering_N10_dt01_wd100	epsi_N10_dt01_wd100	acc_N10_dt01_wd100	cost_N10_dt01_wd100		cte_N10_dt005_wd500	steering_N10_dt005_wd500	epsi_N10_dt005_wd500	acc_N10_dt005_wd500	cost_N10_dt005_wd500		cte_N10_dt01_wd500	steering_N10_dt01_wd500	epsi_N10_dt01_wd500	acc_N10_dt01_wd500	cost_N10_dt01_wd500		cte_N7_dt01_wd100	steering_N7_dt01_wd100	epsi_N7_dt01_wd100	acc_N7_dt01_wd100	cost_N7_dt01_wd100		cte_N8_dt005_wd500	steering_N8_dt005_wd500	epsi_N8_dt005_wd500	acc_N8_dt005_wd500	cost_N8_dt005_wd500		cte_N10_dt005_wd500_ad	steering_N10_dt005_wd500_ad	epsi_N10_dt005_wd500_ad	acc_N10_dt005_wd500_ad	cost_N10_dt005_wd500_ad
0.0217511	0.000204562	-0.0075663	0.761692	11.3098		0.164233	-0.00440217	-0.000620986	0.463535	13.6014		0.0591566	0.00331737	-0.00433823	0.200455	0.796287		-0.109161	-0.0142334	-0.0305889	0.452512	6.02637		0.177257	-0.0178279	0.000574451	0.455729	17.8697		0.109526	-0.00463835	-0.00780592	0.458699	13.1892
0.0363151	0.00906334	0.000631863	0.195189	0.762893		-0.0201285	-0.0207475	-0.0329234	0.457985	13.4906		0.0657156	0.00499045	0.00197937	-0.00837184	0.0202289		-0.0314312	-0.00726534	-0.0224456	0.46967	6.41099		0.0789234	-0.0311282	-0.0327424	0.45323	18.0674		0.115741	0.00611487	0.00411833	0.460949	13.2857
0.0258389	0.00712433	0.00714062	-0.0951457	0.209007		0.0629424	-0.0120024	-0.0220077	0.455491	13.1698		0.0540786	0.00691274	0.00639782	0.27929	1.55321		0.0310024	-0.0190001	-0.0135132	0.476751	6.7079		0.165734	-0.0149577	-0.0255193	0.453188	17.8072		0.0869487	0.0155337	0.0139595	0.461898	13.3712
0.00328871	0.0102989	0.0104654	0.141125	0.460332		0.119753	0.0066808	-0.00962139	0.45647	13.0656		0.034603	0.00699204	0.00871716	0.987283	19.0216		0.0692159	-0.00199519	-0.0067285	0.46812	6.34671		0.23683	-0.0200481	-0.0162463	0.461835	18677		0.0330087	0.0227234	0.0203883	0.460844	13.4053
-0.0305654	0.0114216	0.0122189	1	94.0509		0.134623	0.00230914	0.00216249	0.459048	13174		0.00178452	0.00712623	0.00985577	1	27.1577		0.0839881	0.00422861	-0.0011296	0.458689	6.09039		0.278332	-0.00740181	-0.00748982	0.462571	18.5247		-0.0337146	0.026364	0.0226418	0.459635	13.4569
-0.0705144	0.0103152	0.0119962	1	264952		0.121431	0.0110293	0.00953317	0.460695	13.2635		-0.11015	-0.00346985	-0.0221116	0.624166	7.79131		-0.0216435	-0.0237061	-0.0315548	0.452955	6.27023		0.291745	-0.010156	-0.000375111	0.46014	18.3078		-0.0996981	0.0259119	0.0206025	0.459243	13.5219
-0.160527	-0.00304587	-0.0198363	1	178223		0.0847147	0.0146366	0.0153987	0.46099	13.3173		-0.0434605	0.00440051	-0.0166315	0.0688038	0.172585		0.0750779	0.0060135	-0.0223424	0.4551	5.9676		0.285685	-0.000266629	0.00622335	0.457541	17.9111		-0.235593	0.00511072	-0.0161319	0.459328	13.5994
-0.0933834	0.0050812	-0.0161168	1	99.8321		0.033323	0.0157582	0.0183017	0.460143	13.3271		0.00308957	-0.00276087	-0.0111504	-0.0770915	0.196795		0.129744	0.012608	-0.0136557	0.461137	6.14714		0.191057	-0.0169684	-0.0218077	0.455838	17.9942		-0.174004	0.00152616	-0.0173659	0.460143	13.4303
-0.0479586	-0.00431858	-0.0124009	1	51.3294		-0.0149176	0.0166404	0.0183929	0.459277	13.3494		0.0282908	0.00277574	-0.00714575	0.280191	1.5957		0.163536	-0.0120251	-0.00509361	0.465921	6.4077		0.24522	-0.0103641	-0.0131048	0.455454	17.8685		-0.112799	-0.00415342	-0.0182602	0.460331	13.3059
-0.0106311	0.00139205	-0.00870243	0.929534	16.8762		-0.068436	0.0126759	0.0161984	0.458811	13.3363		0.0424964	-0.00178843	-0.0031241	1	183504		0.177838	0.0123055	-0.000518486	0.465803	6.29874		0.276209	0.00628494	-0.00326045	0.45601	17.7224		-0.0551379	-0.0078033	-0.0177508	0.459776	13.2146
0.00775482	-0.00554166	-0.00587745	0.432821	3.73702		-0.205892	-0.00325501	-0.0202288	0.458932	13.4364		0.045017	-0.00222453	-0.00016201	1	373536		0.176058	0.015408	0.00347996	0.462754	6.23568		0.272741	0.00194277	0.00632948	0.456624	17677		-0.00420115	-0.0100029	-0.0157897	0.459745	13.2041
-0.215445	-0.0176552	-0.051383	-0.0394504	0.68735		-0.148482	-0.00726466	-0.0186073	0.459298	13.3405		-0.112551	-0.0146171	-0.0406772	1	262394		0.161048	-0.00626614	0.00651781	0.459293	6.12979		0.24873	0.00807137	0.0123075	0.456903	17.5969		0.0365195	-0.0104888	-0.0125234	0.459958	13.226
-0.0629601	-0.00672691	-0.0394958	0.0112212	0.271173		-0.091753	0.00797646	-0.0159142	0.459637	13.2144		-0.00361635	-0.0144151	-0.0307023	1	173939		0.142852	0.0110684	0.00634596	0.458238	6.07471		0.203532	0.0118368	0.0170363	0.456903	17.5281		-0.0956133	-0.0329169	-0.052843	0.460003	13.9146
0.030473	-0.0151939	-0.0291653	1	72.2648		-0.050287	-0.00637546	-0.0115358	0.45977	13.2074		0.081687	-0.00242568	-0.0187284	1	96.8447		-0.0137436	-0.00176222	-0.028811	0.459525	6136		0.146125	0.0118643	0.0194893	0.456764	17.4668		0.0527766	-0.0265237	-0.0394816	0.460098	13.6637
0.10919	-0.0046099	-0.0168725	1	115228		-0.0249027	-0.00722053	-0.00861477	0.459743	13.1904		0.119074	-0.00874128	-0.00781538	1	49.5031		0.0719095	-0.00515042	-0.0221089	0.461792	6.2044		0.0933719	0.0124806	0.0196447	0.456659	17.4553		0.150219	-0.0187975	-0.023806	0.460435	13.5909
0.141975	-0.0104444	-0.00660961	1	64128		-0.00553628	0.00614078	-0.00533424	0.459566	13.1461		0.125945	-0.00146676	0.00109379	0.98034	19.2308		0.135527	-0.0017085	-0.016088	0.462969	6.22856		-0.077938	-0.00305395	-0.0153996	0.456609	17.4718		0.192462	-0.00752684	-0.00713689	0.460349	13.468
0.145491	-0.00288985	0.00196875	1	28011		-0.18303	-0.0266895	-0.0468291	0.459456	13.9088		0.102665	-0.00680929	0.00920314	0.313494	2.59454		0.171946	-0.00038029	-0.0106981	0.462548	6.23776		-0.0308475	0.00910928	-0.011552	0.456636	17.3938		0.183553	0.0044516	0.00806678	0.459444	13.3265
0.118977	-0.00847463	0.00995208	0.516266	5.7828		-0.0647114	-0.0257207	-0.0374037	0.45945	13.7339		0.0681584	-0.00817584	0.01328	-0.163106	1.32559		0.19494	-0.0027493	-0.00480288	0.461177	6.24266		-0.00326482	0.00933659	-0.00800953	0.456667	17.3781		0.133589	0.0140675	0.0197779	0.458903	13.2843
0.0824011	-0.00435484	0.0140317	0.0508088	0.719689		0.035639	0.00805083	-0.0252779	0.459846	13.2421		0.0033451	-0.0219073	-0.0602162	-0.0571531	1.78075		0.200078	0.00050813	6.16E-05	0.460079	6.20586		0.0160175	-0.000917968	-0.00461468	0.456739	17.3679		0.0569017	0.0213105	0.0265156	0.458987	13.382
0.106869	-0.0284358	-0.050576	0.0110533	1.58807		0.0885695	-0.0139736	-0.0111732	0.460035	13.3821		0.163114	-0.00773818	-0.036806	1	72817		-0.0505107	-0.0165258	-0.0449908	0.460143	6.48684		0.0272291	0.00574331	-0.00286594	0.456787	17.3606		-0.0542329	-0.0196046	-0.0481823	0.460023	13.763
0.22486	-0.0263766	-0.0310947	0.381628	4.62705		0.103935	-0.00863819	-0.00215141	0.459875	13.2761		0.24206	-0.0148035	-0.0166519	1	297198		0.0784886	-0.00204635	-0.0328838	0.460868	6.21602		0.0313451	0.00433235	-0.00147034	0.456771	17356		0.102036	-0.0106655	-0.0295007	0.460236	13.4465
0.289034	-0.00267881	-0.0103079	0.842587	15659		0.0947971	0.0115375	0.00623807	0.459541	13.2624		0.26162	-0.00709228	0.00113336	1	348676		0.164826	-0.010382	-0.0205559	0.461723	6.37892		-0.183258	-0.022385	-0.0475401	0.456786	18.0772		0.170451	-0.00944585	-0.0168333	0.460771	13.5122
0.280791	-0.0193546	0.00877611	0.907821	18.4394		0.0597529	-0.002982	0.0131578	0.459201	13.2047		0.232395	-0.0143944	0.0135134	1	244524		0.207434	-0.0070249	-0.0111879	0.461834	6.37102		-0.0419266	-0.000797305	-0.0387176	0.456822	17.5327		0.200283	-0.00514975	-0.0032802	0.46034	13.5153
0.221089	-0.00465945	0.0221827	0.501414	7.61787		0.0189339	-0.00352038	0.0155662	0.459177	13.2462		0.15974	-0.0145592	0.0229836	1	150638		0.225673	0.000810416	-0.00157151	0.461369	6.32467		0.0509321	0.00162376	-0.0295693	0.457017	17.5281		0.187661	-0.00243981	0.00726352	0.459439	13.5043
0.139224	-0.0216141	0.0303605	0.117507	3.37653		0.037074	-0.0202376	-0.053036	0.459366	13.9995		0.0876488	-0.021785	0.0269822	1	119276		0.214055	-0.00313932	0.00656815	0.460706	6.32337		0.126214	-0.0146733	-0.019426	0.456964	17.7719		0.146957	-0.00269563	0.0137345	0.45838	13.5183
0.0267679	-0.0151317	0.0345745	0.0570825	3.67796		0.181141	-0.00128434	-0.0330785	0.459402	13.6247		-0.0179041	-0.0311587	0.0280453	1	56.8451		0.186785	-0.00261882	0.0113596	0.460436	6.30208		0.174888	-0.000122789	-0.0119283	0.45683	17.6147		0.094787	-0.00718521	0.0152564	0.515292	17.093
-0.100949	-0.0296561	0.0372632	0.465446	8.29065		0.249663	0.00255466	-0.0172456	0.459489	13.6877		-0.117022	-0.0388453	0.0273198	0.864488	21.0709		0.141938	-0.00112	0.0147645	0.460622	6.29865		0.196668	0.00128205	-0.00578292	0.456777	17.6281		0.0453771	-0.0152849	0.0128789	0.452116	13.5145
-0.21068	-0.027135	0.0362584	0.814818	17.4942		0.277054	-0.0163785	-0.00258959	0.459226	13.9562		-0.197056	-0.0623851	-0.0894217	0.27956	14019		0.108309	-0.0251675	-0.0572379	0.461239	7.10448		0.202834	-0.0112313	-0.00021263	0.456664	17.7148		0.0140966	-0.0258366	0.00761895	0.433783	12.8195
-0.259162	-0.0613861	-0.0722052	0.788704	21.0517		0.268174	-0.00238906	0.00629167	0.459012	13.9399		0.0219593	-0.0502813	-0.0455992	-0.129586	14.2761		0.246566	-0.0230189	-0.0389217	0.46122	7.09905		0.197111	-0.0031841	0.00257886	0.45662	17.6508		0.00365277	-0.0892207	-0.121676	0.439489	16.93
-0.105672	-0.0690862	-0.0386305	0.462593	14.5825		0.238835	-0.00733914	0.0115755	0.459025	14.0945		0.0927917	-0.0661611	-0.0136247	0.0481527	16.6888		0.339079	-0.000724229	-0.0188549	0.46131	6.85476		0.195666	-0.0308676	-0.0715713	0.456895	19755		0.34084	-0.0806206	-0.0831734	0.452731	17.6839
-0.0466929	-0.0401521	-0.00519944	0.134788	11.8881		0.193019	-0.0260627	0.0137277	0.436569	13.2041		0.0742186	-0.0557853	0.0138052	1	105231		0.361067	-0.0159463	-0.000172401	0.460841	7.18977		0.393366	-0.00907118	-0.0486772	0.456946	19.2972		0.512971	-0.0747445	-0.0504939	0.468247	19.4499
-0.0987951	-0.0738749	0.0228004	0.14954	14.0472		0.144902	-0.023019	0.0126485	0.448646	14.1273		-0.0134089	-0.0601419	0.0325739	1	290566		0.338677	-0.0158558	0.0114223	0.460248	7.23295		0.510982	-0.0195446	-0.0265658	0.457074	19.8469		0.590637	-0.0656658	-0.0154763	0.474605	20.5357
-0.199786	-0.0840324	0.0380924	0.445494	18686		0.107776	-0.0374279	0.0100217	0.478959	16.3748		0.117631	-0.0962922	-0.235767	1	246456		0.278432	-0.00596467	0.0208591	0.460267	7.24968		0.556302	-0.0146224	-0.0105615	0.45681	19.6754		0.569645	-0.0575768	0.0118625	0.468934	20.5967
0.0631057	-0.0734389	-0.197292	0.743526	52.1628		0.114254	-0.065452	-0.109891	0.483215	20.1183		0.595672	-0.067195	-0.0717336	1	163337		0.194513	-0.0212949	0.0261857	0.546716	9.88615		0.557678	-0.00650382	0.00448453	0.456553	19.3484		0.830541	-0.135756	-0.249549	0.462316	38.3127
0.396017	-0.0751191	-0.032571	0.758456	52.5084		0.402003	-0.0424704	-0.0682554	0.46767	19014		0.549797	-0.103313	0.0296126	1	115967		0.116003	-0.0314633	0.0268454	0.53734	9.8004		0.516086	-0.0123577	0.0155219	0.456294	19.1558		1.28129	-0.0713031	-0.107923	0.453208	32.0275
0.197065	-0.0918054	0.0669135	0.424125	45.5877		0.535915	-0.0443724	-0.0369288	0.455709	19.6316		0.194486	-0.108676	0.0939046	1	77.8606		0.023582	-0.0239807	0.0253681	0.404716	6.43112		0.461077	-0.0154746	0.0207076	0.504024	22.8255		1.25905	-0.0286568	0.0298764	0.456436	32.3574
-0.19244	-0.128015	0.108592	0.113387	41.4832		0.592244	-0.0705586	-0.00918465	0.447954	21.6039		-0.238109	-0.145933	0.115786	0.468492	59.4501		-0.0948867	-0.0597942	-0.0986945	0.354211	7.51664		0.387659	-0.0158936	0.0227132	0.513529	23.5243		0.922945	-0.0155456	0.096029	0.459637	33.0123
-0.642151	-0.128114	0.118656	0.152755	40063		0.581227	-0.0611576	0.00769903	0.450121	22.5608		-0.625103	-0.162272	-0.0478936	-0.0681873	0		0.132245	-0.0640552	-0.0621892	0.382542	8.68166		0.310174	-0.026883	0.0214303	0.43487	17.4321		0.507342	-0.0324948	0.116965	0.460223	35.0736
-0.858084	-0.172282	-0.00427595	0.527882	52569		0.844081	-0.0779605	-0.281885	0.453426	45.1123		-0.80848	-0.203817	0.0653514	-0.0307197	62.5146		0.265975	-0.0353664	-0.02607	0.463988	10.7322		0.168103	-0.0609674	-0.111182	0.412673	19.6667		0.102069	-0.107483	-0.0953755	0.453483	35.9286
-1.08388	-0.191015	0.0655684	0.907377	61.1333		1.44359	-0.0521324	-0.11802	0.455345	43.4054		-0.983231	-0.188803	-0.0656469	1	288769		0.281629	-0.0670287	0.00383549	0.520565	14.3744		0.465768	-0.0232072	-0.0697164	0.416132	18.2665		0.256768	-0.13645	-0.0115285	0.453932	45.9634
-1.16865	-0.226361	-0.0252685	0.832092	63.4534		1.53642	-0.0824462	-0.00514758	0.45818	48.4973		-1.12835	-0.225394	0.0340961	1	663228		0.233989	-0.0790547	0.0204543	0.516725	15.5078		0.621919	-0.0540066	-0.0335583	0.43995	22.1951		-0.0105177	-0.267442	-0.405018	0.456825	83.9725
-1.40982	-0.246427	0.035079	0.403661	48.1883		1.38914	-0.110468	0.0511398	0.459912	51.9274		-1.44402	-0.240791	0.0421267	1	497625		0.273206	-0.0656279	-0.279172	0.462088	27.3878		0.673736	-0.0597703	-0.0115488	0.456813	24.2872		0.755239	-0.267055	-0.118577	0.479405	80.9736
-1.64504	-0.264686	0.0200218	0.0796158	40.4149		1.09376	-0.108949	0.0805834	0.466024	53.1824		-1.59921	-0.246929	-0.0679303	1	381932		0.866963	-0.0693877	-0.111369	0.411585	26.6256		0.670898	-0.0422378	0.00565273	0.466326	24925		0.685778	-0.322564	-0.0447756	0.527949	89.7667
-1.58135	-0.27145	-0.0409939	0.180569	40.8563		0.56863	-0.159531	-0.180394	0.462749	62.5229		-1552	-0.248033	-0.0204269	1	267373		0.952543	-0.0804177	-0.00934366	0.404903	30.7689		0.737921	-0.0747243	-0.314612	0.468376	49.3039		0.639277	-0.358218	-0.0547953	0.551938	92.1289
-1.53016	-0.23981	-0.0280329	0.613101	40882		0.837021	-0.206816	-0.0472835	0.464408	70014		-1.70884	-0.243116	-0.0321528	1	183181		0.758381	-0.0991357	0.0635929	0.439335	35.8463		1.39954	-0.0529038	-0.169974	0.46008	42.4447		0.897364	-0.360339	-0.117479	0.55363	94.3866
-1.58252	-0.245202	-0.0437385	0.952397	44.0072		0.7687	-0.181097	0.0259575	0.481201	69.5423		-1.57073	-0.213042	-0.0452305	1	109553		0.405953	-0.129701	0.0972391	0.485062	39.5424		1.66355	-0.0439652	-0.0442888	0.452091	41.5016		1.01119	-0.317413	-0.0492155	0.554727	83.6428
-1.39993	-0.193941	-0.0452621	0.821436	32.7851		0.818568	-0.233239	-0.11423	0.491744	83.8213		-1.40475	-0.191922	-0.0422612	1	63.1418		0.0708723	-0.17762	0.102999	0.503915	41.5982		1.58755	-0.078119	0.0321566	0.447548	44.6597		0.87575	-0.264384	-0.0121766	0.548005	65.8325
-1.14447	-0.177186	-0.0245651	0.357123	17.9751		0.702492	-0.239872	0.00907832	0.496805	78.7891		-1.18798	-0.152956	-0.0275476	0.863942	31.4333		-0.0481808	-0.161056	-0.0248942	0.486556	47.2195		1.39639	-0.123027	0.0623427	0.447576	49.0101		0.828754	-0.179976	0.0431543	0.515548	46.7769
-1.03991	-0.128385	-0.0141519	0.0258319	10.3477		0.458038	-0.276708	0.0218843	0.504598	76.9482		-1.07308	-0.129142	-0.0131064	0.31821	14.0592		-0.207073	-0.222126	0.0528715	0.475182	50.9158		1.13373	-0.127081	0.0670706	0.455083	51.5717		0.645757	-0.0905946	0.0962275	0.483923	32.5364
-0.950369	-0.119201	0.00490741	0.168316	8.06647		0.404737	-0.241881	-0.0630606	0.506053	69.9543		-1.15579	-0.10791	-0.04578	0.00523379	8.30706		-0.333052	-0.255631	-0.0995549	0.455251	57.9337		1.16428	-0.159733	-0.110893	0.458079	62.7287		0.356508	-0.0166449	0.123013	0.462034	23.3325
-1.00369	-0.0773148	-0.0220077	0.649597	12.6379		0.436192	-0.269709	-0.0153941	0.511736	71.1883		-0.972077	-0.0671995	-0.0144504	0.219586	5.91991		-0.473543	-0.205582	0.0319937	0.494006	52.0271		1.2586	-0.204837	-0.0132691	0.464855	73908		-0.0601991	0.0229332	0.147828	0.451665	20.8837
-0.908683	-0.0646569	0.00381444	0.961203	21.1292		0.248939	-0.232189	-0.0112728	0.508138	58943		-0.907537	-0.0276991	0.00769923	0.650842	12.3991		-0.818476	-0.268621	0.0526539	0.536924	48.8746		1.37897	-0.193672	-0.26734	0.46615	91.1037		-0.580997	0.0222354	0.0854215	0.455655	18.7773
-0.890929	-0.0360696	0.0229277	0.758226	13.9669		0.288706	-0.223543	-0.010161	0.507027	53.5703		-0.904028	-0.0585346	0.0261829	0.917586	19.7559		-1.00523	-0.271437	-0.0424894	0.527859	45.4792		1.55729	-0.275866	-0.0557303	0.47927	102531		-0.745927	0.0283548	0.0764293	0.463534	20.3859
-1.10663	-0.0398986	0.0153969	0.249446	4.34644		0.331199	-0.174452	-0.00176276	0.498826	44432		-1.09322	-0.0172513	0.0132949	0.680696	13.0298		-1.02322	-0.201761	0.00729931	0.527014	38.0361		1.41637	-0.259126	-0.0144665	0.492048	99.0349		-0.888482	0.0136814	0.0518357	0.468419	20.8268
-1.11871	-0.0192101	0.0192778	0.00806701	3.57972		0.417845	-0.160601	0.0155243	0.488548	38.6246		-1.09623	-0.0402949	0.0145051	0.287552	5.12575		-1.27276	-0.242589	0.00643605	0.516244	32.0894		1.30776	-0.30427	-0.0207597	0.510491	106738		-1.12791	-0.0207876	-0.00105122	0.467014	21.8304
-1.14248	-0.0236929	0.0193447	0.247723	4.82717		0.385227	-0.112694	0.0265113	0.47714	30.1423		-1.10079	-0.0129397	0.0109189	0.0746041	3.94615		-1.26445	-0.212882	-0.00596391	0.489483	26.3191		1.47263	-0.240575	-0.0636183	0.515314	98.7753		-1.0416	-0.0542604	-0.0318479	0.461558	20.0991
-0.86694	0.0137301	0.0993918	0.720421	15.2508		0.358193	-0.0643108	0.0415347	0.479923	25.7263		-0.921704	0.0118049	0.083246	0.233774	6.7722		-1.19821	-0.158643	-0.0100964	0.487085	20.6763		1.50827	-0.27366	-0.0271745	0.517423	102743		-0.850082	-0.083384	-0.0637553	0.457355	18.6036
-1.09506	0.0125508	0.0768675	0.927265	22.5021		0.144142	-0.116868	0.00361224	0.476728	22.6424		-1.13544	-0.0334347	0.0580761	0.618143	11.7796		-1.0641	-0.150726	-0.00198819	0.489617	17.3221		1.37367	-0.21853	-0.0201394	0.505958	85.7399		-0.58579	-0.108817	-0.0845235	0.457954	18.295
-1.29321	-0.0333041	0.0426667	0.643993	12.8725		0.166617	-0.0328552	0.0177448	0.469831	18.2166		-1.25612	-0.0049233	0.0294734	0.844812	19.4661		-1.01592	-0.109018	0.00208596	0.486129	13.8083		1.42532	-0.209598	-0.00576158	0.499864	79.3122		-0.191397	-0.0839641	-0.0160733	0.462419	16.7042
-1.35274	-0.0506859	0.0140508	0.218667	5.65076		0.146294	-0.0814538	0.030041	0.470068	18.2002		-1.0873	0.00844944	0.0823916	0.710011	16.2104		-0.962773	-0.108327	0.0112081	0.487253	12.1994		1.44482	-0.165659	0.0119856	0.490613	68.0048		-0.122858	-0.0905009	-0.0283075	0.468926	17.1689
-1.26359	0.0128822	0.0505066	0.0219871	6.39992		-0.110504	-0.0222892	0.0171188	0.465723	15.4512		-1.28734	-0.0397236	0.0435164	0.328358	7.22232		-1.01177	-0.0771894	-0.0259415	0.482411	10.1214		1.4718	-0.138015	0.0290107	0.482042	58.5922		-0.0322343	-0.0862204	-0.0297332	0.468942	16.8312
-1.37588	-0.0551503	0.0174592	0.290941	6.57477		-0.139604	-0.0574459	0.0222289	0.464672	15.2207		-1.35642	-0.0149337	0.00507781	0.0821334	6.03433		-0.907887	-0.0469089	-0.0112878	0.476603	9182		1.40803	-0.107451	0.0455515	0.477559	49.2193		0.191529	-0.0372605	0.0451796	0.464883	16.2048
-1.38406	-0.0648611	-0.00919078	0.692506	14.6714		-0.173704	-0.0136887	0.0227445	0.462028	14.5581		-1.32807	-0.0238993	-0.02098	0.199171	6.41897		-0.836978	-0.0710693	0.00276076	0.464868	8.2482		1.32637	-0.0937246	0.0599267	0.476349	43.2457		0.0583359	-0.0308562	0.0427248	0.461867	15.0257
-1.31304	0.000110412	-0.0323909	0.885668	21217		-0.218613	-0.0423369	0.0226583	0.461249	14.3036		-1.21555	-0.0434456	-0.0446124	0.573613	11.9826		-0.974743	-0.0392631	-0.00915187	0.457906	8.20287		1.07908	-0.0785183	0.0192217	0.472753	35.1677		-0.0805124	-0.0201708	0.0374114	0.457717	14.0692
-1.19842	-0.0505839	-0.0429651	0.632368	13.2748		-0.103153	0.0221572	0.0934019	0.46028	17.3866		-1.03599	-0.0289439	-0.0620252	0.835571	18.8814		-0.920459	-0.0257482	-0.00511933	0.460847	8.1418		1.03805	-0.0575663	0.0357995	0.467953	31.0306		-0.189958	-0.0141585	0.0288276	0.456479	13.6877
-1.06726	-0.0423536	-0.0508499	0.243777	6.66333		-0.324722	-0.0388651	0.0740636	0.460075	15.3981		-0.850605	-0.0231691	-0.0698915	0.73908	15.9664		-0.871832	-0.0529756	-0.0028658	0.463629	7.79854		0.965062	-0.0511757	0.0464069	0.464246	28.1886		-0.254818	-0.0116222	0.0198912	0.457262	13.617
-0.889336	0.0127407	-0.0546947	0.0569695	5.74545		-0.503464	0.00569139	0.0467314	0.459684	16.1085		-0.61498	-0.0257644	-0.0727804	0.369774	8.64597		-0.505608	0.00400646	0.0814137	0.465934	9.19575		0.651484	-0.0458949	0.0328105	0.460636	23.5572		-0.29356	-0.0102142	0.00885176	0.458758	13.6368
-0.713611	-0.0127046	-0.0508709	0.298094	7.7875		-0.410084	-0.0134058	0.0970797	0.460617	17.06		-0.370994	-0.00322678	-0.0709309	0.0912834	6.65073		-0.693748	0.00433194	0.06331	0.467118	9.11722		0.57279	-0.0361581	0.0350352	0.458703	21.9064		-0.295212	-0.00865815	-0.0010368	0.459799	13.6648
-0.56566	0.0080474	-0.0479092	0.667163	15.2305		-0.629573	-0.0116084	0.0635243	0.459844	16.9501		-0.170063	0.0186632	-0.0651553	0.168228	7.82722		-0.844977	-0.050472	0.0401348	0.461674	7.70375		0.50056	-0.0347401	0.0349584	0.458148	20.9249		-0.272995	-0.00581626	-0.00740962	0.460162	13.692
-0.401859	0.0388054	-0.042838	0.846119	21.4946		-0.770535	-0.0329911	0.0273461	0.458313	16.1811		0.0420793	0.00936753	-0.0557192	0.533074	14.2393		-0.909578	-0.0154067	0.013235	0.457645	8.13729		0.417086	-0.027998	0.0325566	0.457918	19.9612		-0.22958	-0.000138778	-0.011472	0.459348	13.7298
-0.483942	0.0769791	0.142195	0.600391	27.0281		-0.801708	-0.0317464	-0.00405683	0.457263	15.5422		-0.225478	0.0662679	0.0939383	0.806466	35.1953		-0.786028	0.00142297	0.063993	0.460012	9.09872		0.478028	0.000682118	0.102049	0.457773	21.2406		-0.179584	0.00982129	-0.0114759	0.457787	13.8818
-0.797112	0.0868889	0.0845316	0.24552	25.8846		-0.759202	-0.0439061	-0.0246818	0.457689	15.1169		-0.418003	0.0829725	0.0480731	0.744127	37.9338		-0.938649	-0.0543512	0.031583	0.460492	7.89305		0.231648	-0.0254094	0.0827332	0.457325	19.3333		-0.141503	0.0223473	-0.00829971	0.457284	14.2416
-0.930288	0.0504024	0.0213674	0.0956486	26967		-0.65159	-0.0385134	-0.0412748	0.458675	14.5746		-0.464601	0.0417394	0.000368935	0.412653	32.2498		-0.981495	-0.019181	-0.000139475	0.461135	8.35121		0.0183226	-0.0124155	0.0577158	0.456542	18591		-0.626146	0.10836	0.15407	0.459108	25.3274
-0.836267	0.0538912	-0.0322058	0.328044	31.3099		-0.506886	-0.0397843	-0.04927	0.4598	14.4302		-0.33045	0.0937564	-0.0404678	0.13109	33.7173		-0.95148	-0.0242848	-0.0198429	0.463032	8.12702		0.0603602	-0.00151985	0.1086	0.456519	20.3762		-1.01977	0.0862213	0.0903564	0.459139	26.2855
-0.598253	0.0936065	-0.0676219	0.69164	39.8666		-0.370899	-0.0281702	-0.0503325	0.459853	14.1727		-0.130112	0.114049	-0.0619162	0.171305	35.9154		-0.858577	-0.0513567	-0.0368672	0.461833	7.9329		-0.194763	-0.0231705	0.0767573	0.456235	19083		-1.15654	0.0723122	0.0293481	0.463332	27.7909
-0.294133	0.0801386	-0.0846062	0.822771	43.2139		-0.216052	-0.0182785	-0.0456022	0.459228	14.1691		0.156758	0.0794942	-0.0753681	0.509316	40.0864		-0.713949	-0.025111	-0.0494884	0.459745	7.41429		-0.380227	-0.0219489	0.0410513	0.455815	18.6594		-1.10431	0.0594269	-0.0138008	0.463286	27.5106
0.0422745	0.108212	-0.0910691	0.589108	36.25		-0.0799178	0.000802868	-0.036181	0.458082	14.2372		0.47135	0.131962	-0.0820025	0.810373	48.8696		-0.57018	-0.0151623	-0.0533763	0.459844	7.19096		-0.460122	-0.0365278	0.0108843	0.455773	18.3403		-0.89266	0.0510113	-0.0508046	0.458559	26.7415
0.372882	0.12972	-0.0874246	0.236076	30.0126		0.012774	0.0123085	-0.0255076	0.457293	14.5795		0.728513	0.114669	-0.0791767	0.761643	46.8773		-0.396046	-0.028639	-0.0526709	0.459909	7.32981		-0.460426	-0.0326187	-0.00974041	0.455833	18.1034		-0.687211	0.0550633	-0.0629311	0.456186	26.5962
0.449752	0.159555	0.0361465	0.113731	50.7491		-0.301327	0.0710228	0.156519	0.456546	23.2941		0.733187	0.177844	0.020774	0.39732	68.3281		-0.22198	0.00475021	-0.0492266	0.459039	7.09622		-0.403482	-0.0386099	-0.0262217	0.45622	18.0938		-0.452415	0.0753283	-0.0611345	0.455552	27.6824
0.634606	0.193751	-0.0712777	0.45109	54.7297		-0.676208	0.0819198	0.107155	0.455199	25.7447		0.921217	0.236068	-0.0698042	0.038159	66.9386		-0.0857914	-0.000263131	-0.0423572	0.459253	7.41381		-0.321928	-0.0355966	-0.0345995	0.456326	18.0299		-0.266621	0.107521	-0.0447355	0.458187	30.1328
